player,pos,team_id
Ish Smith,PG,PHO
J.R. Smith,SF,NYK
Jason Smith,PF,NOP
Josh Smith,SF,DET
Tony Snell,SG,CHI
James Southerland,SF,TOT
Marreese Speights,C,GSW
Tiago Splitter,C,SAS
D.J. Stephens,SG,MIL
Lance Stephenson,SG,IND
Greg Stiemsma,C,NOP
Julyan Stone,SG,TOR
Amar'e Stoudemire,C,NYK
Rodney Stuckey,SG,DET
Jared Sullinger,PF,BOS
Jeff Taylor,SF,CHA
Tyshawn Taylor,PG,BRK
Jeff Teague,PG,ATL
Marquis Teague,SG,TOT
Mirza Teletović,SF,BRK
Garrett Temple,SG,WAS
Jason Terry,PG,BRK
Hasheem Thabeet,C,OKC
Adonis Thomas,SF,TOT
Isaiah Thomas,PG,SAC
Lance Thomas,SF,NOP
Malcolm Thomas,PF,TOT
Hollis Thompson,SF,PHI
Jason Thompson,PF,SAC
Klay Thompson,SG,GSW
Tristan Thompson,PF,CLE
Marcus Thornton,SG,TOT
Jamaal Tinsley,PG,UTA
Anthony Tolliver,PF,CHA
P.J. Tucker,SF,PHO
Ronny Turiaf,C,MIN
Hedo Türkoğlu,SF,LAC
Evan Turner,SF,TOT
Jeremy Tyler,C,NYK
Ekpe Udoh,PF,MIL
Beno Udrih,SG,TOT
Jonas Valančiūnas,C,TOR
Anderson Varejão,C,CLE
Jarvis Varnado,PF,TOT
Greivis Vásquez,PG,TOT
Jan Veselý,PF,TOT
Charlie Villanueva,PF,DET
Nikola Vučević,C,ORL
Sasha Vujačić,SG,LAC
Dwyane Wade,SG,MIA
Dion Waiters,SG,CLE
Kemba Walker,PG,CHA
John Wall,PG,WAS
Gerald Wallace,SF,BOS
Casper Ware,PG,PHI
C.J. Watson,PG,IND
Earl Watson,PG,POR
Maalik Wayns,PG,LAC
Martell Webster,SF,WAS
David West,PF,IND
Russell Westbrook,PG,OKC
D.J. White,PF,CHA
Royce White,PF,SAC
Deron Williams,PG,BRK
Derrick Williams,SF-PF,TOT
Elliot Williams,SG,PHI
Lou Williams,PG,ATL
Marvin Williams,PF,UTA
Mo Williams,PG,POR
Reggie Williams,SF,OKC
Shawne Williams,PF,LAL
Jeff Withey,C,NOP
Nate Wolters,PG,MIL
Metta World Peace,SF,NYK
Brandan Wright,C,DAL
Chris Wright,SF,MIL
Dorell Wright,SF,POR
Tony Wroten,PG,PHI
Nick Young,SG,LAL
Thaddeus Young,PF,PHI
Cody Zeller,C,CHA
Tyler Zeller,C,CLE
Quincy Acy,PF,NYK
Jordan Adams,SG,MEM
Steven Adams,C,OKC
Jeff Adrien,PF,MIN
Arron Afflalo,SG,TOT
Alexis Ajinça,C,NOP
Furkan Aldemir,PF,PHI
Cole Aldrich,C,NYK
LaMarcus Aldridge,PF,POR
Lavoy Allen,C,IND
Tony Allen,SG,MEM
Al-Farouq Aminu,SF,DAL
Lou Amundson,PF,TOT
Chris Andersen,C,MIA
Alan Anderson,SG,BRK
Kyle Anderson,SF,SAS
Ryan Anderson,PF,NOP
Giannis Antetokounmpo,SG,MIL
Carmelo Anthony,SF,NYK
Joel Anthony,C,DET
Pero Antić,C,ATL
Trevor Ariza,SF,HOU
Darrell Arthur,PF,DEN
Ömer Aşık,C,NOP
D.J. Augustin,PG,TOT
Jeff Ayres,PF,SAS
Luke Babbitt,SF,NOP
Cameron Bairstow,PF,CHI
Leandro Barbosa,SG,GSW
J.J. Barea,PG,DAL
Andrea Bargnani,C,NYK
Harrison Barnes,SF,GSW
Matt Barnes,SF,LAC
Earl Barron,C,PHO
Will Barton,SG,TOT
Brandon Bass,PF,BOS
Nicolas Batum,SF,POR
Jerryd Bayless,PG,MIL
Aron Baynes,C,SAS
Kent Bazemore,SG,ATL
Bradley Beal,SG,WAS
Michael Beasley,PF,MIA
Marco Belinelli,SG,SAS
Jerrelle Benimon,PF,UTA
Anthony Bennett,PF,MIN
Patrick Beverley,PG,HOU
Sim Bhullar,C,SAC
Bismack Biyombo,C,CHO
Tarik Black,C,TOT
DeJuan Blair,PF,WAS
Steve Blake,PG,POR
Eric Bledsoe,PG,PHO
Vander Blue,SG,LAL
Bojan Bogdanović,SF,BRK
Andrew Bogut,C,GSW
Matt Bonner,PF,SAS
Trevor Booker,PF,UTA
Carlos Boozer,PF,LAL
Chris Bosh,C,MIA
Avery Bradley,SG,BOS
Elton Brand,C,ATL
Corey Brewer,SF,TOT
Aaron Brooks,PG,CHI
Jabari Brown,SG,LAL
Lorenzo Brown,PG,MIN
Markel Brown,SG,BRK
Shannon Brown,SG,MIA
Kobe Bryant,SG,LAL
Chase Budinger,SF,MIN
Reggie Bullock,SF,TOT
Trey Burke,PG,UTA
Alec Burks,SG,UTA
Caron Butler,SF,DET
Jimmy Butler,SG,CHI
Rasual Butler,SF,WAS
Dwight Buycks,PG,LAL
Will Bynum,SG,WAS
Bruno Caboclo,SF,TOR
Nick Calathes,SG,MEM
José Calderón,PG,NYK
Kentavious Caldwell-Pope,SG,DET
Isaiah Canaan,PG,TOT
Clint Capela,C,HOU
DeMarre Carroll,SF,ATL
Vince Carter,SG,MEM
Michael Carter-Williams,PG,TOT
Omri Casspi,SF,SAC
Mario Chalmers,PG,MIA
Tyson Chandler,C,DAL
Wilson Chandler,SF,DEN
Will Cherry,PG,CLE
Patrick Christopher,SG,UTA
Earl Clark,PF,BRK
Ian Clark,SG,TOT
Jordan Clarkson,PG,LAL
Victor Claver,SF,POR
Norris Cole,PG,TOT
Darren Collison,PG,SAC
Nick Collison,PF,OKC
Mike Conley,PG,MEM
Jack Cooley,C,UTA
Chris Copeland,SF,IND
Bryce Cotton,PG,UTA
DeMarcus Cousins,C,SAC
Robert Covington,SF,PHI
Allen Crabbe,SG,POR
Jamal Crawford,SG,LAC
Jae Crowder,SF,TOT
Dante Cunningham,PF,NOP
Jared Cunningham,SG,LAC
Seth Curry,PG,PHO
Stephen Curry,PG,GSW
Samuel Dalembert,C,NYK
Troy Daniels,SG,TOT
Gigi Datome,SF,TOT
Brandon Davies,PF,TOT
Anthony Davis,PF,NOP
Ed Davis,PF,LAL
Glen Davis,PF,LAC
Andre Dawkins,SG,MIA
Austin Daye,SF,TOT
Dewayne Dedmon,C,ORL
Matthew Dellavedova,SG,CLE
Luol Deng,SF,MIA
DeMar DeRozan,SG,TOR
Boris Diaw,PF,SAS
Gorgui Dieng,C,MIN
Spencer Dinwiddie,PG,DET
Joey Dorsey,PF,HOU
Toney Douglas,SG,NOP
Chris Douglas-Roberts,SG,LAC
Goran Dragić,SG-PG,TOT
Zoran Dragić,SG,TOT
Larry Drew II,PG,PHI
Andre Drummond,C,DET
Jared Dudley,SG,MIL
Tim Duncan,C,SAS
Mike Dunleavy,SF,CHI
Kevin Durant,SF,OKC
Cleanthony Early,SF,NYK
Wayne Ellington,SG,LAL
Monta Ellis,SG,DAL
James Ennis III,SF,MIA
Tyler Ennis,PG,TOT
Jeremy Evans,SF,UTA
Reggie Evans,PF,SAC
Tyreke Evans,SG,NOP
Dante Exum,PG,UTA
Festus Ezeli,C,GSW
Kenneth Faried,PF,DEN
Jordan Farmar,PG,LAC
Derrick Favors,PF,UTA
Raymond Felton,PG,DAL
Landry Fields,SF,TOR
Evan Fournier,SG,ORL
Randy Foye,SG,DEN
Jamaal Franklin,SG,DEN
Tim Frazier,PG,TOT
Jimmer Fredette,PG,NOP
Enes Freedom,C,TOT
Joel Freeland,C,POR
Channing Frye,PF,ORL
Danilo Gallinari,SF,DEN
Langston Galloway,PG,NYK
Francisco García,SF,HOU
Kevin Garnett,PF,TOT
Marc Gasol,C,MEM
Pau Gasol,PF,CHI
Rudy Gay,SF,SAC
Alonzo Gee,SF,TOT
Paul George,SF,IND
Taj Gibson,PF,CHI
Manu Ginóbili,SG,SAS
Rudy Gobert,C,UTA
Drew Gooden,PF,WAS
Archie Goodwin,SG,PHO
Aaron Gordon,PF,ORL
Ben Gordon,SG,ORL
Drew Gordon,PF,PHI
Eric Gordon,SG,NOP
Marcin Gortat,C,WAS
Danny Granger,SF,MIA
Jerami Grant,SF,PHI
Danny Green,SG,SAS
Draymond Green,PF,GSW
Erick Green,PG,DEN
Gerald Green,SG,PHO
JaMychal Green,PF,TOT
Jeff Green,SF,TOT
Willie Green,SG,ORL
Blake Griffin,PF,LAC
Jorge Gutiérrez,PG,TOT
P.J. Hairston,SG,CHO
Jordan Hamilton,SF,LAC
Justin Hamilton,C,TOT
Tyler Hansbrough,PF,TOR
Tim Hardaway Jr.,SG,NYK
James Harden,SG,HOU
Maurice Harkless,SF,ORL
Devin Harris,PG,DAL
Gary Harris,SG,DEN
Joe Harris,SG,CLE
Tobias Harris,SF,ORL
Udonis Haslem,PF,MIA
Spencer Hawes,PF,LAC
Chuck Hayes,C,TOR
Gordon Hayward,SF,UTA
Brendan Haywood,C,CLE
Gerald Henderson,SG,CHO
Xavier Henry,SF,LAL
John Henson,C,MIL
Roy Hibbert,C,IND
J.J. Hickson,C,DEN
Nenê,PF,WAS
George Hill,PG,IND
Jordan Hill,C,LAL
Solomon Hill,SF,IND
Kirk Hinrich,SG,CHI
Jrue Holiday,PG,NOP
Justin Holiday,SG,GSW
Ryan Hollins,C,SAC
Rodney Hood,SG,UTA
Al Horford,C,ATL
Dwight Howard,C,HOU
Lester Hudson,SG,LAC
Robbie Hummel,SF,MIN
Kris Humphries,PF,WAS
Serge Ibaka,PF,OKC
Andre Iguodala,SF,GSW
Ersan İlyasova,PF,MIL
Joe Ingles,SF,UTA
Kyrie Irving,PG,CLE
Jarrett Jack,PG,BRK
Reggie Jackson,PG,TOT
Bernard James,C,DAL
LeBron James,SF,CLE
Al Jefferson,C,CHO
Cory Jefferson,PF,BRK
Richard Jefferson,SF,DAL
John Jenkins,SG,ATL
Brandon Jennings,PG,DET
Jonas Jerebko,PF,TOT
Grant Jerrett,PF,TOT
Amir Johnson,PF,TOR
Chris Johnson,SF,TOT
James Johnson,PF,TOR
Joe Johnson,SG,BRK
Nick Johnson,SG,HOU
Tyler Johnson,SG,MIA
Wesley Johnson,SF,LAL
Dahntay Jones,SF,LAC
James Jones,SF,CLE
Perry Jones,SF,OKC
Terrence Jones,PF,HOU
DeAndre Jordan,C,LAC
Jerome Jordan,C,BRK
Cory Joseph,PG,SAS
Chris Kaman,C,POR
Sergey Karasev,SG,BRK
Ryan Kelly,PF,LAL
Michael Kidd-Gilchrist,SF,CHO
Sean Kilpatrick,SG,MIN
Andrei Kirilenko,SF,BRK
Alex Kirk,C,CLE
Brandon Knight,PG-SG,TOT
Kyle Korver,SG,ATL
Kosta Koufos,C,MEM
Ognjen Kuzmić,C,GSW
Jeremy Lamb,SG,OKC
Carl Landry,PF,SAC
Shane Larkin,PG,NYK
Joffrey Lauvergne,C,DEN
Zach LaVine,PG,MIN
Ty Lawson,PG,DEN
Ricky Ledo,SG,TOT
Courtney Lee,SG,MEM
David Lee,PF,GSW
Malcolm Lee,SG,PHI
Alex Len,C,PHO
Kawhi Leonard,SF,SAS
Meyers Leonard,C,POR
Jon Leuer,PF,MEM
Damian Lillard,PG,POR
Jeremy Lin,PG,LAL
Shaun Livingston,PG,GSW
Brook Lopez,C,BRK
Robin Lopez,C,POR
Kevin Love,PF,CLE
Kyle Lowry,PG,TOR
Kalin Lucas,PG,MEM
John Lucas III,PG,DET
Shelvin Mack,PG,ATL
Ian Mahinmi,C,IND
Devyn Marble,SG,ORL
Shawn Marion,SF,CLE
Kendall Marshall,PG,MIL
Cartier Martin,SF,DET
Kenyon Martin,PF,MIL
Kevin Martin,SG,MIN
Wesley Matthews,SG,POR
Jason Maxiell,PF,CHO
O.J. Mayo,SG,MIL
Luc Mbah a Moute,PF,PHI
James Michael McAdoo,PF,GSW
Ray McCallum,PG,SAC
CJ McCollum,SG,POR
K.J. McDaniels,SG,TOT
Doug McDermott,SF,CHI
Mitch McGary,PF,OKC
JaVale McGee,C,TOT
Ben McLemore,SG,SAC
Jerel McNeal,PG,PHO
Josh McRoberts,PF,MIA
Jodie Meeks,SG,DET
Gal Mekel,PG,NOP
Khris Middleton,SF,MIL
C.J. Miles,SG,IND
Andre Miller,PG,TOT
Darius Miller,SF,NOP
Mike Miller,SF,CLE
Quincy Miller,PF,TOT
Patty Mills,PG,SAS
Elijah Millsap,SG,UTA
Paul Millsap,PF,ATL
Nikola Mirotić,PF,CHI
Nazr Mohammed,C,CHI
Greg Monroe,PF,DET
E'Twaun Moore,SG,CHI
Eric Moreland,PF,SAC
Darius Morris,PG,BRK
Marcus Morris,PF,PHO
Markieff Morris,PF,PHO
Anthony Morrow,SG,OKC
Donatas Motiejūnas,PF,HOU
Timofey Mozgov,C,TOT
Shabazz Muhammad,SG,MIN
Toure' Murry,SG-PG,TOT
Mike Muscala,PF,ATL
Shabazz Napier,PG,MIA
Gary Neal,SG,TOT
Jameer Nelson,PG,TOT
Andrew Nicholson,PF,ORL
Joakim Noah,C,CHI
Nerlens Noel,C,PHI
Lucas Nogueira,C,TOR
Steve Novak,SF-PF,TOT
Dirk Nowitzki,PF,DAL
Jusuf Nurkić,C,DEN
Johnny O'Bryant,PF,MIL
Kyle O'Quinn,PF,ORL
Victor Oladipo,SG,ORL
Kelly Olynyk,C,BOS
Arinze Onuaku,C,MIN
Zaza Pachulia,C,MIL
Kostas Papanikolaou,SF,HOU
Jannero Pargo,PG,CHO
Jabari Parker,PF,MIL
Tony Parker,PG,SAS
Chandler Parsons,SF,DAL
Patrick Patterson,PF,TOR
Chris Paul,PG,LAC
Adreian Payne,PF,TOT
Elfrid Payton,PG,ORL
Nikola Peković,C,MIN
Kendrick Perkins,C,TOT
Paul Pierce,SF,WAS
Mason Plumlee,C,BRK
Miles Plumlee,C,TOT
Quincy Pondexter,SF-SG,TOT
Otto Porter Jr.,SF,WAS
Dwight Powell,PF,TOT
Phil Pressey,PG,BOS
A.J. Price,PG,TOT
Ronnie Price,PG,LAL
Pablo Prigioni,PG,TOT
Tayshaun Prince,SF,TOT
Miroslav Raduljica,C,MIN
Julius Randle,PF,LAL
Shavlik Randolph,PF,TOT
Zach Randolph,PF,MEM
J.J. Redick,SG,LAC
Glen Rice Jr.,SG,WAS
Jason Richardson,SG,PHI
Luke Ridnour,PG,ORL
Austin Rivers,PG-SG,TOT
Andre Roberson,SG,OKC
Brian Roberts,PG,CHO
Glenn Robinson III,SG-SF,TOT
Nate Robinson,PG,TOT
Thomas Robinson,PF,TOT
Rajon Rondo,PG,TOT
Derrick Rose,PG,CHI
Terrence Ross,SF,TOR
Ricky Rubio,PG,MIN
Damjan Rudež,SF,IND
Brandon Rush,SG,GSW
Robert Sacre,C,LAL
John Salmons,SF,NOP
JaKarr Sampson,SF,PHI
Larry Sanders,C,MIL
Dennis Schröder,PG,ATL
Luis Scola,PF,IND
Mike Scott,PF,ATL
Thabo Sefolosha,SF,ATL
Kevin Séraphin,C,WAS
Ramon Sessions,PG,TOT
Iman Shumpert,SG,TOT
Alexey Shved,SG,TOT
Henry Sims,C,PHI
Kyle Singler,SF,TOT
Donald Sloan,PG,IND
Marcus Smart,PG,BOS
Greg Smith,PF,DAL
Ish Smith,PG,TOT
J.R. Smith,SG,TOT
Jason Smith,C,NYK
Josh Smith,PF,TOT
Russ Smith,PG,TOT
Tony Snell,SF,CHI
Marreese Speights,C,GSW
Tiago Splitter,C,SAS
Nik Stauskas,SG,SAC
Lance Stephenson,SG,CHO
Greg Stiemsma,C,TOR
David Stockton,PG,SAC
Jarnell Stokes,PF,MEM
Amar'e Stoudemire,PF,TOT
Rodney Stuckey,PG,IND
Jared Sullinger,PF,BOS
Jeff Taylor,SF,CHO
Jeff Teague,PG,ATL
Mirza Teletović,PF,BRK
Sebastian Telfair,PG,OKC
Garrett Temple,SG,WAS
Jason Terry,SG,HOU
Isaiah Thomas,PG,TOT
Lance Thomas,PF-SF,TOT
Malcolm Thomas,PF,PHI
Tyrus Thomas,PF,MEM
Hollis Thompson,SG,PHI
Jason Thompson,PF,SAC
Klay Thompson,SG,GSW
Tristan Thompson,PF,CLE
Marcus Thornton,SG,TOT
Anthony Tolliver,PF,TOT
P.J. Tucker,SF,PHO
Ronny Turiaf,C,MIN
Hedo Türkoğlu,SF,LAC
Evan Turner,SG,BOS
Ekpe Udoh,PF,LAC
Beno Udrih,PG,MEM
Jonas Valančiūnas,C,TOR
Anderson Varejão,C,CLE
Greivis Vásquez,PG,TOR
Charlie Villanueva,PF,DAL
Noah Vonleh,PF,CHO
Nikola Vučević,C,ORL
Dwyane Wade,SG,MIA
Dion Waiters,SG,TOT
Henry Walker,SF,MIA
Kemba Walker,PG,CHO
John Wall,PG,WAS
Gerald Wallace,SF,BOS
T.J. Warren,SF,PHO
C.J. Watson,PG,IND
David Wear,PF,SAC
Travis Wear,SF,NYK
Martell Webster,SF,WAS
David West,PF,IND
Russell Westbrook,PG,OKC
Hassan Whiteside,C,MIA
Shayne Whittington,PF,IND
Andrew Wiggins,SF,MIN
C.J. Wilcox,SG,LAC
Deron Williams,PG,BRK
Derrick Williams,PF,SAC
Elliot Williams,SG,TOT
Lou Williams,SG,TOR
Marvin Williams,PF,CHO
Mo Williams,PG,TOT
Reggie Williams,SF,SAS
Shawne Williams,SF,TOT
Jeff Withey,C,NOP
Nate Wolters,PG,TOT
Brandan Wright,PF,TOT
Dorell Wright,SF,POR
Tony Wroten,PG,PHI
James Young,SG,BOS
Nick Young,SG,LAL
Thaddeus Young,PF,TOT
Cody Zeller,C,CHO
Tyler Zeller,C,BOS
Quincy Acy,PF,SAC
Jordan Adams,SG,MEM
Steven Adams,C,OKC
Arron Afflalo,SG,NYK
Alexis Ajinça,C,NOP
Cole Aldrich,C,LAC
LaMarcus Aldridge,PF,SAS
Cliff Alexander,PF,POR
Lavoy Allen,PF,IND
Tony Allen,SG,MEM
Al-Farouq Aminu,SF,POR
Lou Amundson,PF,NYK
Chris Andersen,C,TOT
Alan Anderson,SG,WAS
James Anderson,SG,SAC
Justin Anderson,SF,DAL
Kyle Anderson,SF,SAS
Ryan Anderson,PF,NOP
Giannis Antetokounmpo,PG,MIL
Thanasis Antetokounmpo,SF,NYK
Carmelo Anthony,SF,NYK
Joel Anthony,C,DET
Keith Appling,PG,ORL
Trevor Ariza,SF,HOU
Darrell Arthur,PF,DEN
Ömer Aşık,C,NOP
D.J. Augustin,PG,TOT
Jeff Ayres,C,LAC
Luke Babbitt,SF,NOP
Cameron Bairstow,C,CHI
Leandro Barbosa,SG,GSW
J.J. Barea,PG,DAL
Andrea Bargnani,C,BRK
Harrison Barnes,SF,GSW
Matt Barnes,SF,MEM
Will Barton,SG,DEN
Brandon Bass,PF,LAL
Nicolas Batum,SF,CHO
Jerryd Bayless,SG,MIL
Aron Baynes,C,DET
Kent Bazemore,SF,ATL
Bradley Beal,SG,WAS
Michael Beasley,PF,HOU
Marco Belinelli,SG,SAC
Anthony Bennett,PF,TOR
Patrick Beverley,PG,HOU
Bismack Biyombo,C,TOR
Nemanja Bjelica,PF,MIN
Tarik Black,C,LAL
DeJuan Blair,C,WAS
Steve Blake,PG,DET
Eric Bledsoe,PG,PHO
Bojan Bogdanović,SF,BRK
Andrew Bogut,C,GSW
Matt Bonner,C,SAS
Devin Booker,SG,PHO
Trevor Booker,PF,UTA
Chris Bosh,PF,MIA
Avery Bradley,SG,BOS
Elton Brand,C,PHI
Corey Brewer,SF,HOU
Aaron Brooks,PG,CHI
Anthony Brown,SF,LAL
Lorenzo Brown,PG,PHO
Markel Brown,SG,BRK
Kobe Bryant,SF,LAL
Chase Budinger,SF,TOT
Reggie Bullock,SF,DET
Trey Burke,PG,UTA
Alec Burks,SG,UTA
Caron Butler,SF,SAC
Jimmy Butler,SG,CHI
Rasual Butler,SF,SAS
Bruno Caboclo,SF,TOR
José Calderón,PG,NYK
Kentavious Caldwell-Pope,SG,DET
Isaiah Canaan,SG,PHI
Clint Capela,C,HOU
DeMarre Carroll,SF,TOR
Vince Carter,SG,MEM
Michael Carter-Williams,PG,MIL
Omri Casspi,PF,SAC
Willie Cauley-Stein,C,SAC
Mario Chalmers,PG,TOT
Tyson Chandler,C,PHO
Rakeem Christmas,PF,IND
Ian Clark,SG,GSW
Coty Clarke,SF,BOS
Jordan Clarkson,SG,LAL
Norris Cole,PG,NOP
Darren Collison,PG,SAC
Nick Collison,PF,OKC
Mike Conley,PG,MEM
Pat Connaughton,SG,POR
Chris Copeland,PF,MIL
Bryce Cotton,PG,TOT
DeMarcus Cousins,C,SAC
Robert Covington,SF,PHI
Allen Crabbe,SG,POR
Jamal Crawford,SG,LAC
Jae Crowder,SF,BOS
Dante Cunningham,SF,NOP
Jared Cunningham,SG,TOT
Seth Curry,PG,SAC
Stephen Curry,PG,GSW
Troy Daniels,SG,CHO
Anthony Davis,C,NOP
Ed Davis,PF,POR
Branden Dawson,PF,LAC
Dewayne Dedmon,C,ORL
Bryce Dejean-Jones,SG,NOP
Sam Dekker,PF,HOU
Matthew Dellavedova,PG,CLE
Luol Deng,PF,MIA
DeMar DeRozan,SG,TOR
Boris Diaw,PF,SAS
Gorgui Dieng,C,MIN
Spencer Dinwiddie,PG,DET
Toney Douglas,PG,NOP
Goran Dragić,PG,MIA
Andre Drummond,C,DET
Jared Dudley,PF,WAS
Duje Dukan,SF,SAC
Tim Duncan,C,SAS
Mike Dunleavy,SF,CHI
Kevin Durant,SF,OKC
Cleanthony Early,SF,NYK
Jarell Eddie,SF,WAS
Wayne Ellington,SG,BRK
Monta Ellis,SG,IND
James Ennis III,SF,TOT
Tyler Ennis,PG,MIL
Jeremy Evans,SF,DAL
Tyreke Evans,SG,NOP
Festus Ezeli,C,GSW
Kenneth Faried,PF,DEN
Jordan Farmar,PG,MEM
Derrick Favors,PF,UTA
Cristiano Felício,C,CHI
Raymond Felton,PG,DAL
Evan Fournier,SF,ORL
Randy Foye,SG,TOT
Tim Frazier,PG,TOT
Jimmer Fredette,SG,TOT
Enes Freedom,C,OKC
Channing Frye,PF-C,TOT
Danilo Gallinari,SF,DEN
Langston Galloway,PG,NYK
Kevin Garnett,PF,MIN
Marc Gasol,C,MEM
Pau Gasol,C,CHI
Rudy Gay,SF,SAC
Alonzo Gee,SF,NOP
Paul George,SF,IND
Taj Gibson,PF,CHI
Manu Ginóbili,SG,SAS
Rudy Gobert,C,UTA
Drew Gooden,PF,WAS
Archie Goodwin,PG,PHO
Aaron Gordon,PF,ORL
Eric Gordon,SG,NOP
Marcin Gortat,C,WAS
Andrew Goudelock,PG,HOU
Jerami Grant,PF,PHI
Jerian Grant,PG,NYK
Danny Green,SG,SAS
Draymond Green,PF,GSW
Erick Green,PG,TOT
Gerald Green,SG,MIA
JaMychal Green,PF,MEM
Jeff Green,SF,TOT
Blake Griffin,PF,LAC
Jorge Gutiérrez,PG,CHO
P.J. Hairston,SF,TOT
Jordan Hamilton,SF,NOP
Tyler Hansbrough,PF,CHO
Tim Hardaway Jr.,SG,ATL
James Harden,SG,HOU
Maurice Harkless,SF,POR
Justin Harper,PF,DET
Montrezl Harrell,PF,HOU
Devin Harris,PG,DAL
Gary Harris,SG,DEN
Joe Harris,SG,CLE
Tobias Harris,PF,TOT
Aaron Harrison,SG,CHO
Udonis Haslem,PF,MIA
Spencer Hawes,PF,CHO
Chuck Hayes,C,HOU
Gordon Hayward,SF,UTA
Gerald Henderson,SG,POR
John Henson,C,MIL
Mario Hezonja,SF,ORL
Roy Hibbert,C,LAL
J.J. Hickson,C,TOT
Nenê,PF,WAS
George Hill,PG,IND
Jordan Hill,C,IND
Solomon Hill,SF,IND
Darrun Hilliard,SG,DET
Kirk Hinrich,PG,TOT
Jrue Holiday,PG,NOP
Justin Holiday,SG,TOT
Ryan Hollins,C,TOT
Rondae Hollis-Jefferson,SF,BRK
Richaun Holmes,PF,PHI
Rodney Hood,SG,UTA
Al Horford,C,ATL
Dwight Howard,C,HOU
Marcelo Huertas,PG,LAL
Josh Huestis,PF,OKC
Kris Humphries,PF,TOT
R.J. Hunter,SG,BOS
Serge Ibaka,PF,OKC
Andre Iguodala,SF,GSW
Ersan İlyasova,PF,TOT
Joe Ingles,SF,UTA
Damien Inglis,SF,MIL
Kyrie Irving,PG,CLE
Jarrett Jack,PG,BRK
Reggie Jackson,PG,DET
LeBron James,SF,CLE
Al Jefferson,C,CHO
Cory Jefferson,PF,PHO
Richard Jefferson,SF,CLE
John Jenkins,SG,TOT
Brandon Jennings,PG,TOT
Jonas Jerebko,PF,BOS
Amir Johnson,PF,BOS
Chris Johnson,SF,UTA
James Johnson,PF,TOR
Joe Johnson,SF,TOT
Orlando Johnson,SG,TOT
Stanley Johnson,SF,DET
Tyler Johnson,SG,MIA
Wesley Johnson,SF,LAC
Nikola Jokić,C,DEN
Dahntay Jones,SF,CLE
James Jones,SF,CLE
Terrence Jones,PF,HOU
Tyus Jones,PG,MIN
DeAndre Jordan,C,LAC
Cory Joseph,SG,TOR
Chris Kaman,C,POR
Frank Kaminsky,C,CHO
Sergey Karasev,SF,BRK
Sasha Kaun,C,CLE
Ryan Kelly,PF,LAL
Michael Kidd-Gilchrist,SF,CHO
Sean Kilpatrick,SG,TOT
Brandon Knight,SG,PHO
Kyle Korver,SG,ATL
Kosta Koufos,C,SAC
Jeremy Lamb,SG,CHO
Carl Landry,PF,PHI
Shane Larkin,PG,BRK
Joffrey Lauvergne,C,DEN
Zach LaVine,SG,MIN
Ty Lawson,PG,TOT
Courtney Lee,SG,TOT
David Lee,PF,TOT
Alex Len,C,PHO
Kawhi Leonard,SF,SAS
Meyers Leonard,PF,POR
Jon Leuer,PF,PHO
Damian Lillard,PG,POR
Jeremy Lin,SG,CHO
Shaun Livingston,PG,GSW
Kevon Looney,PF,GSW
Brook Lopez,C,BRK
Robin Lopez,C,NYK
Kevin Love,PF,CLE
Kyle Lowry,PG,TOR
Trey Lyles,PF,UTA
Shelvin Mack,PG,TOT
Ian Mahinmi,C,IND
Devyn Marble,SG,ORL
Boban Marjanović,C,SAS
Kendall Marshall,PG,PHI
Jarell Martin,PF,MEM
Kevin Martin,SG,TOT
Wesley Matthews,SF,DAL
O.J. Mayo,SG,MIL
Luc Mbah a Moute,PF,LAC
James Michael McAdoo,PF,GSW
Ray McCallum,PG,TOT
CJ McCollum,SG,POR
T.J. McConnell,PG,PHI
Chris McCullough,PF,BRK
K.J. McDaniels,SF,HOU
Doug McDermott,SF,CHI
Mitch McGary,PF,OKC
JaVale McGee,C,DAL
Ben McLemore,SG,SAC
Jordan McRae,PG,TOT
Josh McRoberts,PF,MIA
Jodie Meeks,SG,DET
Salah Mejri,C,DAL
Jordan Mickey,PF,BOS
Khris Middleton,SG,MIL
C.J. Miles,SF,IND
Andre Miller,PG,TOT
Mike Miller,SF,DEN
Patty Mills,PG,SAS
Elijah Millsap,SG,UTA
Paul Millsap,PF,ATL
Nikola Mirotić,PF,CHI
Nazr Mohammed,C,OKC
Greg Monroe,C,MIL
Luis Montero,SG,POR
E'Twaun Moore,SG,CHI
Eric Moreland,PF,SAC
Marcus Morris,SF,DET
Markieff Morris,PF,TOT
Anthony Morrow,SG,OKC
Donatas Motiejūnas,PF,HOU
Timofey Mozgov,C,CLE
Emmanuel Mudiay,PG,DEN
Shabazz Muhammad,SF,MIN
Xavier Munford,SG,MEM
Mike Muscala,C,ATL
Larry Nance Jr.,PF,LAL
Shabazz Napier,PG,ORL
Gary Neal,SG,WAS
Jameer Nelson,PG,DEN
Raul Neto,PG,UTA
Andrew Nicholson,PF,ORL
Joakim Noah,C,CHI
Nerlens Noel,C,PHI
Lucas Nogueira,C,TOR
Steve Novak,PF,TOT
Dirk Nowitzki,PF,DAL
Jusuf Nurkić,C,DEN
J.J. O'Brien,SF,UTA
Johnny O'Bryant,PF,MIL
Kyle O'Quinn,PF,NYK
Jahlil Okafor,C,PHI
Victor Oladipo,SG,ORL
